time/episodes,train/critic_loss,train/actor_loss,train/ent_coef_loss,time/time_elapsed,train/ent_coef,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/n_updates,rollout/ep_len_mean,train/learning_rate,rollout/success_rate
4,0.07681307941675186,-1.4801030158996582,-0.30063414573669434,3,0.9140493273735046,-100.0,109,400,299,100.0,0.0003,0.0
8,0.06359469890594482,-1.4095052480697632,-0.7057437896728516,8,0.8106306791305542,-100.0,96,800,699,100.0,0.0003,0.0
12,0.04769378900527954,-1.340086817741394,-1.1039490699768066,13,0.7189468145370483,-100.0,86,1200,1099,100.0,0.0003,0.0
16,0.05967020243406296,-1.0512827634811401,-1.501784086227417,19,0.637656033039093,-100.0,84,1600,1499,100.0,0.0003,0.0
20,0.06033594161272049,-0.546191394329071,-1.9011365175247192,23,0.5656513571739197,-100.0,84,2000,1899,100.0,0.0003,0.0
24,0.05417141318321228,0.14232119917869568,-2.2731688022613525,28,0.501923143863678,-100.0,83,2400,2299,100.0,0.0003,0.0
28,0.06038579344749451,0.911410391330719,-2.675975799560547,33,0.44554784893989563,-100.0,83,2800,2699,100.0,0.0003,0.0
32,0.07080355286598206,1.5772285461425781,-2.9732255935668945,37,0.4034469425678253,-97.9375,83,3135,3034,97.96875,0.0003,0.03125
36,0.06634596735239029,2.259824514389038,-3.1981115341186523,41,0.36787232756614685,-95.75,83,3449,3348,95.80555555555556,0.0003,0.05555555555555555
40,0.058430105447769165,3.1885876655578613,-3.476006269454956,46,0.3322102129459381,-94.925,82,3800,3699,95.0,0.0003,0.075
44,0.05360063165426254,3.83716082572937,-3.6548991203308105,50,0.3006066679954529,-94.18181818181819,81,4148,4047,94.27272727272727,0.0003,0.09090909090909091
48,0.07278022170066833,4.6869611740112305,-3.7653770446777344,55,0.268414705991745,-94.66666666666667,81,4548,4447,94.75,0.0003,0.08333333333333333
52,0.06370220333337784,5.86234188079834,-3.843885660171509,60,0.24114738404750824,-94.73076923076923,81,4931,4830,94.82692307692308,0.0003,0.09615384615384616
56,0.07848940789699554,6.714593887329102,-4.137057304382324,64,0.2173251211643219,-94.625,81,5305,5204,94.73214285714286,0.0003,0.10714285714285714
60,0.06685434281826019,7.616401672363281,-4.304893493652344,68,0.19985729455947876,-93.35,81,5608,5507,93.46666666666667,0.0003,0.11666666666666667
64,0.0698355883359909,8.832499504089355,-4.363974571228027,73,0.1794470101594925,-93.765625,81,6008,5907,93.875,0.0003,0.109375
68,0.08848030865192413,9.638346672058105,-4.267611503601074,77,0.16404786705970764,-93.19117647058823,81,6345,6244,93.30882352941177,0.0003,0.11764705882352941
72,0.29639819264411926,10.613956451416016,-4.21169376373291,82,0.14775404334068298,-93.56944444444444,81,6745,6644,93.68055555555556,0.0003,0.1111111111111111
76,0.2981155514717102,11.699830055236816,-4.277060031890869,86,0.13539990782737732,-93.10526315789474,81,7085,6984,93.22368421052632,0.0003,0.11842105263157894
80,0.13630470633506775,12.497209548950195,-4.336920261383057,90,0.12484827637672424,-92.4625,81,7408,7307,92.6,0.0003,0.1375
84,0.13090790808200836,13.163612365722656,-3.789186716079712,94,0.11566489934921265,-91.72619047619048,81,7718,7617,91.88095238095238,0.0003,0.15476190476190477
88,0.6455178260803223,13.708745956420898,-3.6359381675720215,97,0.10923845320940018,-90.23863636363636,81,7956,7855,90.4090909090909,0.0003,0.17045454545454544
92,0.9399827718734741,14.749198913574219,-3.5754706859588623,101,0.10114521533250809,-89.91304347826087,81,8288,8187,90.08695652173913,0.0003,0.17391304347826086
96,0.1850779801607132,15.227140426635742,-3.240858793258667,104,0.09586399793624878,-88.63541666666667,81,8528,8427,88.83333333333333,0.0003,0.19791666666666666
100,0.23440855741500854,15.9110689163208,-3.1284615993499756,107,0.09016814827919006,-87.81,81,8802,8701,88.02,0.0003,0.21
104,2.125288486480713,16.763954162597656,-2.9736320972442627,112,0.08328554034233093,-87.7,81,9192,9091,87.92,0.0003,0.22
108,0.1678343415260315,16.79375457763672,-2.258341073989868,113,0.0815703496336937,-84.75,81,9301,9200,85.01,0.0003,0.26
112,2.3348162174224854,17.36545181274414,-1.7827067375183105,117,0.07719401270151138,-83.76,81,9603,9502,84.03,0.0003,0.27
116,0.29994168877601624,18.3048038482666,-1.5073202848434448,121,0.07386281341314316,-82.77,81,9905,9804,83.05,0.0003,0.28
120,1.4929206371307373,18.045446395874023,-0.6339339017868042,125,0.07133203744888306,-81.82,81,10211,10110,82.11,0.0003,0.29
124,0.8219351768493652,17.836528778076172,-0.32003313302993774,130,0.06945741176605225,-81.82,81,10611,10510,82.11,0.0003,0.29
128,0.3120446503162384,18.551326751708984,0.07094331085681915,135,0.06866656988859177,-81.82,81,11011,10910,82.11,0.0003,0.29
132,0.5375714898109436,18.57817268371582,0.3038555979728699,138,0.06865391135215759,-81.22,81,11287,11186,81.52,0.0003,0.3
136,0.6738543510437012,18.818389892578125,-0.29202204942703247,141,0.06883212178945541,-80.75,81,11555,11454,81.06,0.0003,0.31
140,0.8135528564453125,19.11406135559082,0.11053916811943054,144,0.06930933892726898,-79.45,81,11777,11676,79.77,0.0003,0.32
144,0.7631202340126038,18.966947555541992,0.18596552312374115,148,0.07038877159357071,-79.2,81,12100,11999,79.52,0.0003,0.32
148,0.5165094137191772,20.133039474487305,0.20003041625022888,151,0.07106851041316986,-77.03,81,12286,12185,77.38,0.0003,0.35
152,0.517008900642395,19.258220672607422,-0.10123506188392639,152,0.07166371494531631,-74.4,81,12408,12307,74.77,0.0003,0.37
156,0.5105899572372437,19.702991485595703,0.14650258421897888,154,0.0721752718091011,-72.13,81,12557,12456,72.52,0.0003,0.39
160,0.6957511901855469,19.953399658203125,0.34694263339042664,156,0.07327740639448166,-70.81,81,12730,12629,71.22,0.0003,0.41
164,0.9713001847267151,19.186935424804688,0.21124407649040222,159,0.07550828903913498,-68.97,81,12948,12847,69.4,0.0003,0.43
168,1.1574268341064453,20.422590255737305,0.005844324827194214,163,0.07820923626422882,-68.79,80,13268,13167,69.23,0.0003,0.44
172,1.2297821044921875,19.8181209564209,-0.016600459814071655,166,0.07961371541023254,-66.98,80,13489,13388,67.44,0.0003,0.46
176,3.6426241397857666,19.510379791259766,0.49906471371650696,170,0.08144017308950424,-66.61,80,13792,13691,67.07,0.0003,0.46
180,1.9105582237243652,20.24404525756836,-0.47734540700912476,173,0.08277147263288498,-65.49,80,14003,13902,65.95,0.0003,0.46
184,0.6458353400230408,20.451339721679688,0.5177625417709351,174,0.08318480849266052,-63.74,80,14139,14038,64.21,0.0003,0.47
188,1.3577462434768677,20.278141021728516,0.057033151388168335,177,0.08535102754831314,-63.45,80,14348,14247,63.92,0.0003,0.47
192,1.6495740413665771,19.293996810913086,0.5203719139099121,181,0.08781097829341888,-63.17,80,14652,14551,63.64,0.0003,0.47
196,4.435302734375,19.90863800048828,-0.07797398418188095,184,0.09063732624053955,-62.88,80,14862,14761,63.34,0.0003,0.46
200,1.5094820261001587,20.21437644958496,-0.3435205817222595,185,0.09159453213214874,-60.91,80,14941,14840,61.39,0.0003,0.48
204,4.360729217529297,18.816743850708008,0.5418975949287415,188,0.09401233494281769,-59.31,80,15173,15072,59.81,0.0003,0.5
208,3.02337384223938,20.022693634033203,0.37204158306121826,192,0.09780077636241913,-61.76,80,15524,15423,62.23,0.0003,0.47
212,0.8764731884002686,19.699745178222656,0.45139092206954956,193,0.09853693097829819,-59.17,80,15570,15469,59.67,0.0003,0.5
216,0.571967363357544,19.859172821044922,0.12893056869506836,195,0.10160649567842484,-58.06,80,15763,15662,58.58,0.0003,0.52
220,0.8592715859413147,19.88489532470703,0.26129281520843506,197,0.1034117192029953,-56.4,80,15905,15804,56.94,0.0003,0.54
224,5.899364948272705,19.42540740966797,0.09635431319475174,199,0.10510271787643433,-54.62,80,16129,16028,55.18,0.0003,0.56
228,4.569613456726074,20.386287689208984,0.06139203906059265,200,0.10504021495580673,-51.05,80,16176,16075,51.65,0.0003,0.6
232,1.4285736083984375,20.430824279785156,0.42506134510040283,203,0.10691890120506287,-50.61,80,16408,16307,51.21,0.0003,0.6
236,4.842781066894531,20.06885528564453,-0.36313486099243164,205,0.10845780372619629,-49.54,80,16571,16470,50.16,0.0003,0.62
240,4.886452674865723,20.518051147460938,-0.13029038906097412,209,0.10793839395046234,-49.51,80,16790,16689,50.13,0.0003,0.62
244,0.9827749729156494,20.71054458618164,-0.24824681878089905,211,0.10992386192083359,-48.36,80,16999,16898,48.99,0.0003,0.63
248,0.964191734790802,21.919109344482422,0.020118623971939087,215,0.11215730756521225,-49.56,80,17303,17202,50.17,0.0003,0.61
252,1.5437450408935547,20.416168212890625,-0.12684336304664612,216,0.1123710349202156,-48.66,80,17336,17235,49.28,0.0003,0.62
256,10.596431732177734,19.172138214111328,-0.19714529812335968,217,0.11185986548662186,-47.6,80,17380,17279,48.23,0.0003,0.63
260,6.100252628326416,19.239608764648438,0.00862324982881546,221,0.11307588964700699,-49.21,79,17712,17611,49.82,0.0003,0.61
264,12.010347366333008,20.28122901916504,-0.2148658037185669,223,0.1137022078037262,-48.28,79,17838,17737,48.9,0.0003,0.62
268,7.319162368774414,20.79724884033203,0.09665734320878983,223,0.11380350589752197,-45.29,79,17861,17760,45.93,0.0003,0.64
272,4.50146484375,19.662357330322266,0.03604802489280701,226,0.11552360653877258,-45.44,79,18097,17996,46.08,0.0003,0.64
276,5.466318130493164,19.067928314208984,0.37043946981430054,228,0.11646747589111328,-43.56,79,18214,18113,44.22,0.0003,0.66
280,13.014815330505371,19.37482452392578,-0.18787825107574463,232,0.12145137041807175,-44.57,79,18525,18424,45.22,0.0003,0.65
284,2.895984411239624,20.320146560668945,-0.2439207136631012,234,0.12258128076791763,-44.41,79,18645,18544,45.06,0.0003,0.65
288,4.247954368591309,20.30327796936035,0.06725399196147919,238,0.1269248127937317,-45.26,79,18939,18838,45.91,0.0003,0.65
292,4.853658676147461,20.77387237548828,0.3161279261112213,242,0.1285911649465561,-45.24,79,19241,19140,45.89,0.0003,0.65
296,2.758277654647827,19.65814971923828,0.11281396448612213,243,0.12930844724178314,-44.33,79,19361,19260,44.99,0.0003,0.66
300,4.497089862823486,19.03467559814453,-0.23506811261177063,244,0.12973368167877197,-43.93,79,19400,19299,44.59,0.0003,0.66
304,2.399374485015869,18.876861572265625,-0.30491042137145996,246,0.1296585351228714,-43.4,79,19579,19478,44.06,0.0003,0.66
308,5.652865409851074,18.55644416809082,0.14016160368919373,247,0.13063713908195496,-40.92,79,19685,19584,41.61,0.0003,0.69
312,2.936281204223633,19.13825225830078,-0.14595624804496765,248,0.13055852055549622,-40.98,79,19737,19636,41.67,0.0003,0.69
316,3.0832056999206543,19.776893615722656,-0.1648707240819931,253,0.13037517666816711,-42.66,79,20096,19995,43.33,0.0003,0.67
320,2.2226243019104004,19.845104217529297,-0.22908997535705566,254,0.12935665249824524,-42.59,79,20231,20130,43.26,0.0003,0.67
324,4.596459865570068,19.219322204589844,-0.31716156005859375,256,0.12849391996860504,-41.46,79,20343,20242,42.14,0.0003,0.68
328,3.3762245178222656,18.935319900512695,-0.062421124428510666,259,0.1294206827878952,-43.37,79,20579,20478,44.03,0.0003,0.66
332,8.317033767700195,17.893474578857422,0.24325773119926453,261,0.12909254431724548,-42.75,79,20750,20649,43.42,0.0003,0.67
336,1.4419665336608887,20.300609588623047,-0.19986087083816528,264,0.12956170737743378,-43.23,79,20960,20859,43.89,0.0003,0.66
340,3.3923325538635254,17.472206115722656,0.13409143686294556,267,0.13056468963623047,-43.71,79,21227,21126,44.37,0.0003,0.66
344,2.708996295928955,17.788875579833984,0.09708993881940842,271,0.13097238540649414,-44.72,79,21536,21435,45.37,0.0003,0.65
348,4.080077171325684,18.738651275634766,-0.2584826946258545,274,0.13222114741802216,-43.92,79,21761,21660,44.58,0.0003,0.66
352,1.1453008651733398,18.764583587646484,0.05855397507548332,275,0.1333155632019043,-44.56,79,21858,21757,45.22,0.0003,0.66
356,1.8022420406341553,18.730663299560547,0.09386177361011505,277,0.1323648989200592,-45.35,79,21980,21879,46.0,0.0003,0.65
360,3.874263286590576,18.312149047851562,-0.34075379371643066,279,0.13125641644001007,-43.89,79,22168,22067,44.56,0.0003,0.67
364,1.2492458820343018,18.8465518951416,-0.032348185777664185,284,0.13139434158802032,-46.66,79,22568,22467,47.3,0.0003,0.64
368,4.608984470367432,17.025819778442383,0.29718002676963806,286,0.13179312646389008,-47.89,79,22713,22612,48.52,0.0003,0.63
372,4.9355292320251465,17.782642364501953,0.269991010427475,288,0.1308356076478958,-46.8,79,22841,22740,47.44,0.0003,0.64
376,1.0426783561706543,18.661598205566406,-0.16149616241455078,291,0.13016770780086517,-48.11,79,23088,22987,48.74,0.0003,0.63
380,0.9347620606422424,18.32176971435547,-0.28558045625686646,293,0.13037186861038208,-46.82,79,23272,23171,47.47,0.0003,0.65
384,12.818857192993164,17.167884826660156,-0.41734564304351807,295,0.12963275611400604,-47.33,79,23443,23342,47.98,0.0003,0.65
388,4.26739501953125,17.01678466796875,0.1160181388258934,298,0.13131698966026306,-46.59,79,23664,23563,47.25,0.0003,0.66
392,7.909003734588623,17.860431671142578,-0.1523015797138214,299,0.13205687701702118,-44.39,79,23749,23648,45.08,0.0003,0.69
396,1.3891156911849976,17.345584869384766,-0.08154928684234619,300,0.13301953673362732,-43.93,79,23824,23723,44.63,0.0003,0.7
400,4.649453163146973,17.89749526977539,0.08085708320140839,300,0.13254788517951965,-44.11,79,23881,23780,44.81,0.0003,0.7
404,1.8171254396438599,18.754764556884766,-0.018161606043577194,303,0.13291384279727936,-44.1,79,24059,23958,44.8,0.0003,0.7
408,1.9962842464447021,18.43408966064453,-0.21482804417610168,305,0.1309180110692978,-45.22,79,24275,24174,45.9,0.0003,0.68
412,1.4961634874343872,18.07195281982422,-0.1044859066605568,307,0.1304025948047638,-46.2,79,24424,24323,46.87,0.0003,0.67
416,3.7294583320617676,17.670543670654297,0.08351591229438782,308,0.13049229979515076,-43.29,79,24495,24394,43.99,0.0003,0.7
420,1.8340821266174316,17.77486801147461,-0.28490597009658813,312,0.13110482692718506,-44.94,79,24794,24693,45.63,0.0003,0.69
424,1.4062256813049316,17.939847946166992,0.022639334201812744,314,0.13182680308818817,-45.18,79,24930,24829,45.87,0.0003,0.69
428,0.8841885924339294,19.062192916870117,-0.2577816843986511,315,0.13229550421237946,-44.25,79,25074,24973,44.95,0.0003,0.7
432,3.033275604248047,18.62613296508789,-0.016715437173843384,318,0.13229133188724518,-44.73,79,25292,25191,45.42,0.0003,0.69
436,5.532240867614746,16.699726104736328,0.3643099367618561,319,0.13236895203590393,-43.82,79,25411,25310,44.51,0.0003,0.69
440,1.9248946905136108,17.84943962097168,0.44810211658477783,321,0.13391314446926117,-42.43,79,25540,25439,43.13,0.0003,0.7
444,6.956915855407715,17.72917366027832,-0.02367483079433441,323,0.13503943383693695,-40.52,79,25661,25560,41.25,0.0003,0.73
448,1.173943281173706,18.74319839477539,-0.31967848539352417,327,0.13775083422660828,-41.62,79,25995,25894,42.34,0.0003,0.72
452,4.635626316070557,17.874244689941406,0.15809565782546997,330,0.13870565593242645,-42.96,79,26224,26123,43.66,0.0003,0.7
456,1.9580470323562622,17.884328842163086,-0.10127782821655273,336,0.1397339403629303,-45.77,79,26624,26523,46.44,0.0003,0.67
460,2.5711441040039062,17.845745086669922,0.0539829358458519,338,0.1405755877494812,-45.31,79,26766,26665,45.98,0.0003,0.67
464,7.753827095031738,16.621841430664062,0.1487622708082199,341,0.14086271822452545,-43.67,79,27004,26903,44.36,0.0003,0.69
468,1.900745153427124,17.156370162963867,0.21195052564144135,344,0.1414746642112732,-44.55,79,27237,27136,45.24,0.0003,0.69
472,2.812702178955078,18.41665267944336,0.17421136796474457,345,0.1401006579399109,-44.45,79,27355,27254,45.14,0.0003,0.69
476,2.4602420330047607,17.105453491210938,0.4105733633041382,348,0.14047296345233917,-44.1,79,27568,27467,44.8,0.0003,0.7
480,3.6154098510742188,17.646486282348633,-0.324998140335083,352,0.14216595888137817,-45.48,79,27888,27787,46.16,0.0003,0.68
484,5.54743766784668,18.525129318237305,-0.4672646224498749,354,0.14235559105873108,-45.09,79,28020,27919,45.77,0.0003,0.68
488,1.6914489269256592,17.681026458740234,0.07532420754432678,354,0.1420704424381256,-43.2,79,28053,27952,43.89,0.0003,0.69
492,9.817207336425781,17.97789764404297,0.15414966642856598,357,0.1421082466840744,-44.58,79,28275,28174,45.26,0.0003,0.68
496,2.0239381790161133,18.21466064453125,-0.15669997036457062,359,0.1426660716533661,-45.24,79,28415,28314,45.91,0.0003,0.67
500,4.7657365798950195,17.40273666381836,0.18690022826194763,361,0.14303909242153168,-46.14,79,28561,28460,46.8,0.0003,0.66
504,1.6194709539413452,18.491657257080078,-0.10077084600925446,362,0.1432812362909317,-45.49,79,28674,28573,46.15,0.0003,0.66
508,3.276306390762329,18.35028839111328,0.23409759998321533,366,0.14463217556476593,-46.38,78,28978,28877,47.03,0.0003,0.65
512,1.8798812627792358,17.36258888244629,0.29411473870277405,367,0.14512665569782257,-45.25,78,29015,28914,45.91,0.0003,0.66
516,2.552614688873291,18.636474609375,-0.032170601189136505,369,0.14457333087921143,-45.82,78,29142,29041,46.47,0.0003,0.65
520,0.8646671175956726,18.945453643798828,-0.16114971041679382,373,0.14866496622562408,-45.91,78,29449,29348,46.55,0.0003,0.64
524,5.907585620880127,18.737133026123047,-0.018063783645629883,376,0.14918793737888336,-46.78,78,29671,29570,47.41,0.0003,0.63
528,1.9455723762512207,18.768482208251953,-0.24726271629333496,377,0.14926782250404358,-46.15,78,29753,29652,46.79,0.0003,0.64
532,4.02020788192749,18.606382369995117,-0.2116476148366928,379,0.14868272840976715,-45.66,78,29923,29822,46.31,0.0003,0.65
536,4.54870080947876,17.494007110595703,0.20741575956344604,382,0.1501707136631012,-46.91,78,30166,30065,47.55,0.0003,0.64
540,4.195289611816406,18.501604080200195,0.006725490093231201,385,0.14945074915885925,-47.94,78,30397,30296,48.57,0.0003,0.63
544,6.973755836486816,17.625192642211914,0.042950402945280075,388,0.14882786571979523,-48.84,78,30607,30506,49.46,0.0003,0.62
548,10.94870376586914,16.92984962463379,0.06750629842281342,390,0.1488712579011917,-46.85,78,30744,30643,47.49,0.0003,0.64
552,1.673898458480835,18.149547576904297,-0.38170480728149414,392,0.14968155324459076,-46.29,78,30918,30817,46.94,0.0003,0.65
556,5.995628356933594,18.121776580810547,-0.05357449874281883,395,0.15053783357143402,-44.49,78,31141,31040,45.17,0.0003,0.68
560,3.0548298358917236,17.951221466064453,-0.08384329080581665,398,0.15169204771518707,-45.49,78,31383,31282,46.17,0.0003,0.68
564,7.857192039489746,17.954071044921875,-0.17799852788448334,399,0.1511121690273285,-43.83,78,31457,31356,44.53,0.0003,0.7
568,5.870578765869141,18.555118560791016,-0.19437190890312195,402,0.15072521567344666,-43.65,78,31672,31571,44.35,0.0003,0.7
572,4.397727966308594,17.3569393157959,0.12687227129936218,404,0.15120083093643188,-44.6,78,31886,31785,45.31,0.0003,0.71
576,11.517428398132324,18.490089416503906,0.25907331705093384,405,0.1517159342765808,-43.2,78,31960,31859,43.92,0.0003,0.72
580,4.267062187194824,17.197267532348633,-0.24880611896514893,408,0.15183797478675842,-42.21,78,32182,32081,42.94,0.0003,0.73
584,2.196183443069458,18.020734786987305,-0.28344008326530457,411,0.15229180455207825,-43.32,78,32424,32323,44.04,0.0003,0.72
588,2.6381921768188477,17.64846420288086,0.18147340416908264,414,0.1518867313861847,-45.4,78,32663,32562,46.1,0.0003,0.7
592,8.982209205627441,17.089099884033203,-0.31492793560028076,416,0.15216097235679626,-44.56,78,32801,32700,45.26,0.0003,0.7
596,1.6305592060089111,18.17963409423828,-0.2479918748140335,419,0.15302394330501556,-44.99,78,32984,32883,45.69,0.0003,0.7
600,1.8713560104370117,18.23900604248047,0.4387149214744568,421,0.15414667129516602,-45.04,78,33135,33034,45.74,0.0003,0.7
604,2.63986873626709,17.454029083251953,0.26185065507888794,421,0.1544148027896881,-44.17,78,33162,33061,44.88,0.0003,0.71
608,1.4663989543914795,18.264123916625977,0.12224043905735016,422,0.15460236370563507,-41.48,78,33200,33099,42.22,0.0003,0.74
612,6.352146148681641,18.68912124633789,0.1667693555355072,427,0.15522900223731995,-44.66,78,33552,33451,45.37,0.0003,0.71
616,2.61344051361084,18.29473876953125,0.07112829387187958,429,0.15627260506153107,-45.67,78,33779,33678,46.37,0.0003,0.7
620,3.3947887420654297,17.86348533630371,0.13755148649215698,433,0.15749423205852509,-45.78,78,34097,33996,46.48,0.0003,0.7
624,3.646554946899414,18.492300033569336,-0.23852930963039398,437,0.1592710018157959,-46.56,78,34397,34296,47.26,0.0003,0.7
628,1.20154869556427,18.295764923095703,-0.2321595549583435,438,0.158504456281662,-46.58,78,34481,34380,47.28,0.0003,0.7
632,5.485819339752197,18.222469329833984,-0.11966271698474884,440,0.15884913504123688,-46.02,78,34596,34495,46.73,0.0003,0.71
636,4.813484191894531,19.209274291992188,-0.3344901204109192,442,0.158781960606575,-45.15,78,34753,34652,45.87,0.0003,0.72
640,2.737290382385254,17.587587356567383,0.35225698351860046,442,0.1585512012243271,-43.13,78,34784,34683,43.87,0.0003,0.74
644,2.069126605987549,17.981884002685547,0.11765487492084503,444,0.1590789556503296,-42.74,78,34955,34854,43.48,0.0003,0.74
648,4.373622894287109,18.26233673095703,0.001559767872095108,445,0.1589481085538864,-41.97,78,35016,34915,42.72,0.0003,0.75
652,1.3268784284591675,19.783445358276367,0.15178099274635315,448,0.15901125967502594,-42.56,78,35248,35147,43.3,0.0003,0.74
656,2.639484405517578,17.4313907623291,0.32887762784957886,450,0.1598149687051773,-41.81,78,35396,35295,42.55,0.0003,0.74
660,9.842044830322266,19.163915634155273,-0.05539494752883911,454,0.16194534301757812,-42.54,78,35709,35608,43.26,0.0003,0.72
664,6.758755683898926,18.581769943237305,0.15584130585193634,455,0.16175615787506104,-42.63,78,35792,35691,43.35,0.0003,0.72
668,7.055543899536133,18.689697265625,0.32067352533340454,457,0.16134223341941833,-42.18,78,35962,35861,42.9,0.0003,0.72
672,9.00532341003418,17.607940673828125,0.13413006067276,458,0.16171547770500183,-40.34,78,35992,35891,41.06,0.0003,0.72
676,9.16360092163086,17.36507797241211,0.24935440719127655,462,0.16332024335861206,-42.7,78,36299,36198,43.39,0.0003,0.69
680,4.332810401916504,17.27881622314453,-0.11204276978969574,464,0.1628325879573822,-41.54,78,36407,36306,42.25,0.0003,0.71
684,6.167947292327881,18.176227569580078,-0.6262627243995667,467,0.16097582876682281,-41.61,78,36656,36555,42.32,0.0003,0.71
688,3.782930374145508,19.140214920043945,0.0934944748878479,471,0.1570899486541748,-41.98,78,36932,36831,42.69,0.0003,0.71
692,2.816728115081787,19.060932159423828,-0.11483509093523026,475,0.15688128769397736,-43.46,78,37217,37116,44.16,0.0003,0.7
696,9.430437088012695,18.53592872619629,0.4881821572780609,477,0.15493835508823395,-43.04,78,37358,37257,43.74,0.0003,0.7
700,4.548709869384766,19.259944915771484,-0.27231594920158386,480,0.15379799902439117,-44.28,78,37632,37531,44.97,0.0003,0.69
704,2.828622817993164,18.29801368713379,0.010962873697280884,482,0.15241077542304993,-45.16,78,37747,37646,45.85,0.0003,0.69
708,1.4788508415222168,18.787220001220703,-0.34849411249160767,483,0.1521013230085373,-45.71,78,37840,37739,46.4,0.0003,0.69
712,5.794696807861328,18.375465393066406,-0.48816657066345215,485,0.14904555678367615,-43.8,78,38004,37903,44.52,0.0003,0.72
716,4.767492294311523,17.57757568359375,-0.017581909894943237,487,0.14288358390331268,-42.74,78,38126,38025,43.47,0.0003,0.73
720,2.9080586433410645,18.76681137084961,-0.17479312419891357,491,0.138668492436409,-42.58,78,38428,38327,43.31,0.0003,0.73
724,4.98624849319458,18.164485931396484,0.056791335344314575,494,0.13693960011005402,-41.18,78,38589,38488,41.92,0.0003,0.74
728,4.038030624389648,17.897605895996094,-0.3312073349952698,497,0.1369873732328415,-42.43,77,38797,38696,43.16,0.0003,0.73
732,3.2716283798217773,18.934953689575195,0.13360926508903503,500,0.1381407380104065,-43.55,77,39022,38921,44.26,0.0003,0.71
736,2.9029746055603027,17.973718643188477,0.6211923360824585,502,0.1387733370065689,-42.94,77,39119,39018,43.66,0.0003,0.72
740,10.227914810180664,17.90182113647461,-0.007583692669868469,505,0.14020204544067383,-44.84,77,39338,39237,45.54,0.0003,0.7
744,4.248953819274902,16.59159278869629,0.3621353209018707,508,0.14507150650024414,-45.44,77,39568,39467,46.13,0.0003,0.69
748,2.3306918144226074,18.21636962890625,0.19146312773227692,511,0.14652346074581146,-47.12,77,39795,39694,47.79,0.0003,0.67
752,3.6523492336273193,17.884422302246094,0.09431660175323486,514,0.15167030692100525,-47.12,77,40028,39927,47.8,0.0003,0.68
